detection_audio_time_s
6.465569902970066951e-02
6.464737102064828378e-02
6.464116271268964542e-02
6.464495189186951485e-02
6.465887857883353962e-02
6.465034161653117339e-02
1.879269036015321082e-01
6.476512128289323156e-02
6.464193605814216870e-02
7.463838523806770597e-02
6.463530768699274343e-02
6.465472534647657976e-02
6.464399113374383332e-02
6.464289897170480415e-02
6.464810559080554075e-02
6.463272053318845634e-02
6.464844595047664066e-02
6.463231124216690937e-02
6.465862654192218451e-02
6.488675102384877658e-02
6.463471960003031036e-02
6.465654992574369764e-02
6.464670969271536782e-02
6.465238592121749783e-02
6.464651581623911958e-02
6.464262323752578698e-02
6.464302175763199376e-02
6.465693336656840040e-02
6.464513499617655090e-02
6.464958981290934437e-02
