actual_note,total_trials,true_positive_count,false_positive_count,false_positive_rate,no_detection_count,no_detection_rate,correct_detection_rate,true_positive_mean_detection_time_s,true_positive_median_detection_time_s,true_positive_std_detection_time_s,true_positive_variance_detection_time_s2,true_positive_sem_detection_time_s,true_positive_q1_detection_time_s,true_positive_q3_detection_time_s,true_positive_iqr_detection_time_s,true_positive_min_detection_time_s,true_positive_max_detection_time_s,true_positive_95pct_ci_mean_low_s,true_positive_95pct_ci_mean_high_s
G#4 / Ab4,30,30,0,0.0,0,0.0,1.0,0.06910096063929975,0.06464773830572691,0.02251643259737934,0.0005069897369123268,0.004110919349376434,0.0646429296681866,0.06465633720173294,1.3407533546339057e-05,0.06463231124216691,0.1879269036015321,0.061043558714521946,0.07715836256407757
