actual_note,total_trials,true_positive_count,false_positive_count,false_positive_rate,no_detection_count,no_detection_rate,correct_detection_rate,true_positive_mean_detection_time_s,true_positive_median_detection_time_s,true_positive_std_detection_time_s,true_positive_variance_detection_time_s2,true_positive_sem_detection_time_s,true_positive_q1_detection_time_s,true_positive_q3_detection_time_s,true_positive_iqr_detection_time_s,true_positive_min_detection_time_s,true_positive_max_detection_time_s,true_positive_95pct_ci_mean_low_s,true_positive_95pct_ci_mean_high_s
F#4 / Gb4,30,30,0,0.0,0,0.0,1.0,0.07662265086951635,0.06452587524992123,0.026482896329602143,0.0007013437980044547,0.004835093235931287,0.06451830778799195,0.06484107374972033,0.0003227659617283801,0.06450362060003681,0.15971783790076732,0.06714586812709103,0.08609943361194167
