detection_audio_time_s
6.453329275071155446e-02
1.324506876134983191e-01
6.450470850081183039e-02
8.389940762370194649e-02
6.453507725053350685e-02
1.432906209230132011e-01
6.451697855038218687e-02
6.463956862850318841e-02
6.451891355009865825e-02
6.452084639979875635e-02
1.244462212725920836e-01
8.102052270068088591e-02
6.452839075092925425e-02
6.450514709914569045e-02
6.452140754906576792e-02
6.451693125002203044e-02
6.489859720093954509e-02
6.450362060003680953e-02
6.453703160039730991e-02
8.925893987380549566e-02
6.452729210007238092e-02
6.450913749949541143e-02
6.452133445101207454e-02
6.450368294926010770e-02
6.466850339606268483e-02
6.452445839977008490e-02
1.597178379007673232e-01
6.452348874989548289e-02
6.451870284974574321e-02
6.451817610074067622e-02
