trial,raw_file,detected,detected_note,actual_note,matches_actual_note,is_false_positive,detection_audio_time_s,samples_to_detection,progressive_fft_checks,analysis_wall_time_s,sample_rate_hz,recording_wall_time_s,effective_received_rate_hz,adc_min,adc_max,adc_mean,adc_std,fundamental_frequency_hz,fundamental_magnitude,fundamental_peak_to_median,second_harmonic_frequency_hz,second_harmonic_magnitude,second_harmonic_peak_to_median,third_harmonic_frequency_hz,third_harmonic_magnitude,third_harmonic_peak_to_median,median_spectral_magnitude
18,trial_018_raw.npy,True,B4,B4,True,False,0.06453685529905488,516,2,0.00120009999955073,7995.431410609135,3.001714199956041,7995.431410609135,272,3873,1885.6550416666666,926.3827280532417,493.89508044802403,423.79988111466,101.2879931761706,987.632715082922,650.8349671333535,155.54928315796542,,0.0,0.0,4.184107788349042
19,trial_019_raw.npy,True,B4,B4,True,False,0.06454332250074367,516,2,0.0018961000023409724,7994.630273240963,3.0020150000345893,7994.630273240963,0,3607,1677.03175,864.5200947828604,493.88080570164976,421.6268198083817,97.99295252128454,987.635726999535,623.3950174303258,144.8871738586703,,0.0,0.0,4.302623902640369
20,trial_020_raw.npy,True,B4,B4,True,False,0.0645198509497277,516,2,0.0017420999938622117,7997.538624229846,3.0009232999873348,7997.538624229846,0,3542,1531.5287916666666,854.1948850381126,494.11951762533977,403.5286304427191,58.33746499640739,987.9626567682337,618.7329312599109,89.44919392683173,,0.0,0.0,6.91714373374931
21,trial_021_raw.npy,True,B4,B4,True,False,0.06451056295033777,516,2,0.0017299999890383333,7998.690081145824,3.0004913000157103,7998.690081145824,0,3110,1478.907,812.3879473656922,494.1665843487501,383.53271794966525,213.92295868329433,988.0622267412703,598.1411352802639,333.62504782742315,,0.0,0.0,1.792854400997101
22,trial_022_raw.npy,True,B4,B4,True,False,0.0645393084489624,516,2,0.001879699993878603,7995.127502924084,3.0018282999517396,7995.127502924084,0,3059,1460.611375,869.4477170793384,493.9497453460724,394.228313464888,69.0275202969601,987.6830268053193,616.2845071566645,107.90851360362171,,0.0,0.0,5.711175945027383
23,trial_023_raw.npy,True,B4,B4,True,False,0.06453639305054094,516,2,0.0018470999784767628,7995.4886787041305,3.00169270002516,7995.4886787041305,0,3127,1495.3587916666668,877.5136432376951,494.08083876230035,396.1923053813817,164.48658249968696,987.6013690234024,684.9150696023086,284.3551920902934,,0.0,0.0,2.408660325726785
24,trial_024_raw.npy,True,B4,B4,True,False,0.0645275458007527,516,2,0.0018967000069096684,7996.584925038028,3.0012812000350095,7996.584925038028,0,3056,1461.7826666666667,878.5085910634261,494.10691952256843,390.8598576368684,111.91896124626733,987.7292070590007,653.0866251830672,187.00507423872284,,0.0,0.0,3.4923470811779374
25,trial_025_raw.npy,True,B4,B4,True,False,0.0645186770495493,516,2,0.0018493999959900975,7997.684137319188,3.000868699979037,7997.684137319188,0,3061,1464.689875,876.8956388091694,494.3641067843655,395.01471252106177,46.51755725784094,987.9719109463184,696.3352285672657,82.00153776247625,,0.0,0.0,8.491733784118223
26,trial_026_raw.npy,True,B4,B4,True,False,0.0645103887990117,516,2,0.0013981999945826828,7998.711674295552,3.000483199954033,7998.711674295552,0,3061,1460.8195416666667,872.7018406443678,493.5787548308422,385.6784207317724,62.9766702665241,988.0331120144111,661.9494873349258,108.0884290023024,,0.0,0.0,6.1241475470128774
27,trial_027_raw.npy,True,B4,B4,True,False,0.06451594440001646,516,2,0.001556900009745732,7998.022888739863,3.000741600000765,7998.022888739863,0,3105,1483.6368333333332,883.663907653362,494.1425019958132,399.5228571216924,158.39591180471973,987.9384941102635,597.4016475686491,236.84747191186472,,0.0,0.0,2.5223053585767348
28,trial_028_raw.npy,True,B4,B4,True,False,0.06452021645000787,516,2,0.0019217999943066388,7997.493319009736,3.000940300000366,7997.493319009736,0,3094,1470.4877916666667,868.7103782845844,493.9319378864191,382.1882568000735,123.28295872395913,988.0114077973557,608.5492440830759,196.30051422285342,,0.0,0.0,3.1000899131227455
29,trial_029_raw.npy,True,B4,B4,True,False,0.0645173590995255,516,2,0.001359499990940094,7997.847512698254,3.00080739997793,7997.847512698254,0,3067,1461.6228333333333,880.9814400283217,494.24084815311215,395.3069246689545,168.36074693454924,987.9723562631867,623.8456462291338,265.6951154067455,,0.0,0.0,2.347975593281439
30,trial_030_raw.npy,True,B4,B4,True,False,0.06452925074996893,516,2,0.001243700011400506,7996.373644556046,3.0013604999985546,7996.373644556046,0,3063,1467.318125,888.8802063583728,493.7329463097761,399.8107955029185,33.749652844306866,987.8743301621025,628.6641540370106,53.06809419120371,,0.0,0.0,11.84636764553747
