note,target_frequency_hz,fundamental_frequency_hz,fundamental_magnitude,fundamental_peak_to_median,candidate_valid,second_harmonic_frequency_hz,second_harmonic_magnitude,second_harmonic_peak_to_median,third_harmonic_frequency_hz,third_harmonic_magnitude,third_harmonic_peak_to_median,selected
C4,261.63,258.46078016652257,3.3150491793589167,6.604671051658216,False,518.6487368296238,2.290333737433945,4.563100007219644,785.9274190012528,1.7968206645886813,3.5798592377821463,False
C#4 / Db4,277.18,280.59674058584426,2.446629230953933,4.874492166341617,False,556.2374154350985,1.3210721001461228,2.6320112266556963,828.0147621122383,1.048316919892906,2.0885929707743114,False
D4,293.66,291.1156500357701,4.0094370475176575,7.988120648728026,False,591.4223840023367,1.1637822262030553,2.3186379338493293,884.5096713324542,1.2407265214683814,2.471936341213355,False
D#4 / Eb4,311.13,312.59466627197656,1.1576493315500456,2.3064191854730427,False,627.1162290508958,0.7575028049244423,1.5091953622847565,938.2997827094499,0.782651111055368,1.5592990803639206,False
E4,329.63,324.8822763465433,1.3583950049058904,2.706370759589776,False,656.9418437179993,1.6630308912327367,3.3133058941413127,987.0431069858741,649.7508315493137,1294.5179017689566,False
F4,349.23,353.27623318575223,2.327289865104098,4.636728799252119,False,694.5748015996217,1.286483041199964,2.563098416025848,1049.0670174375434,0.5866297578406148,1.1687599097399968,False
F#4 / Gb4,369.99,373.7298397007445,4.6205127455861215,9.205584932073927,False,738.0175383548266,1.3974589203972891,2.7841989599727213,1110.3283274292442,0.7190768748955332,1.432638239308964,False
G4,392.0,393.0653162760311,10.253848269242967,20.42904680076615,False,785.9274190012528,1.7968206645886813,3.5798592377821463,1171.4316220227502,0.772332095614821,1.5387401990700464,False
G#4 / Ab4,415.3,420.1260262437192,2.1348212156869177,4.253267786042283,False,828.0147621122383,1.048316919892906,2.0885929707743114,1241.8377684290267,0.6769490255414288,1.3487056723865394,False
A4 (Concert Pitch),440.0,436.82773983663594,4.863806404386373,9.690306122738368,False,884.5096713324542,1.2407265214683814,2.471936341213355,1321.791076471714,0.6185009871406468,1.232257907552322,False
A#4 / Bb4,466.16,462.8985525929609,4.253377132597404,8.474129733690324,False,930.3307666281543,0.7141617959483679,1.4228457813746795,1398.7226855395243,0.7293214943830834,1.4530488993335497,False
B4,493.88,493.5182244127189,397.170961851465,791.2955170115778,True,987.0431069858741,649.7508315493137,1294.5179017689566,1480.576834658292,422.1655642852705,841.0930066446533,True
