detection_audio_time_s
6.452811985011794316e-02
6.449644175043794947e-02
6.452746410013059097e-02
6.452533345017581745e-02
6.453156200004742105e-02
6.454578425071667847e-02
6.449378005019389126e-02
6.451959295026608865e-02
6.452427779964636789e-02
6.450695954918046759e-02
6.451495970002725511e-02
6.450776580031379603e-02
6.452614830012316782e-02
6.451106820043060741e-02
6.450118680027662477e-02
6.451294729972141540e-02
6.452578924989212095e-02
6.453685529905488216e-02
6.454332250074366895e-02
6.451985094972770285e-02
6.451056295033777421e-02
6.453930844896239860e-02
6.453639305054094388e-02
6.452754580075270585e-02
6.451867704954930560e-02
6.451038879901170586e-02
6.451594440001645614e-02
6.452021645000786954e-02
6.451735909952549530e-02
6.452925074996893051e-02
