detection_audio_time_s
6.439802049917489613e-02
6.438028733362444189e-02
6.439843464566365194e-02
6.438831275019765710e-02
6.440289797925895232e-02
8.037806228742555570e-02
6.438720979220913243e-02
6.439043068758716626e-02
6.439407002115331291e-02
6.438398460388271294e-02
6.439685316569618290e-02
6.438785568796447090e-02
6.439297779116411047e-02
6.439964489613582421e-02
6.440909300104977198e-02
6.439584033339391944e-02
6.440458675046102643e-02
6.438993714590954265e-02
6.438521416575289369e-02
6.439938739542412638e-02
1.092424398996663520e-01
6.441245122955781277e-02
6.439202933435202170e-02
6.439544764540187927e-02
6.440724114652160437e-02
6.439144995743845135e-02
6.440060193759564178e-02
6.439023327066629998e-02
6.440174781257762548e-02
6.437934102141297521e-02
