actual_note,total_trials,true_positive_count,false_positive_count,false_positive_rate,no_detection_count,no_detection_rate,correct_detection_rate,true_positive_mean_detection_time_s,true_positive_median_detection_time_s,true_positive_std_detection_time_s,true_positive_variance_detection_time_s2,true_positive_sem_detection_time_s,true_positive_q1_detection_time_s,true_positive_q3_detection_time_s,true_positive_iqr_detection_time_s,true_positive_min_detection_time_s,true_positive_max_detection_time_s,true_positive_95pct_ci_mean_low_s,true_positive_95pct_ci_mean_high_s
A#4 / Bb4,30,30,0,0.0,0,0.0,1.0,0.08742702297252891,0.0644028647179645,0.058766069809405,0.0034534509608438613,0.010729167350178145,0.06439100737969056,0.06442595227556619,3.494489587563265e-05,0.0643740257917428,0.32628202687832525,0.06639785496617975,0.10845619097887807
