note,target_frequency_hz,fundamental_frequency_hz,fundamental_magnitude,fundamental_peak_to_median,candidate_valid,second_harmonic_frequency_hz,second_harmonic_magnitude,second_harmonic_peak_to_median,third_harmonic_frequency_hz,third_harmonic_magnitude,third_harmonic_peak_to_median,selected
C4,261.63,261.22921181382844,1.1433618174924185,1.0416081889573015,False,518.9175607517948,3.6345400205794998,3.311083675009769,781.5818302523925,1.7440975635480944,1.5888813818502547,False
C#4 / Db4,277.18,281.6404714921117,0.8772865465664569,0.7992123201820597,False,555.9396723855713,5.131420671758448,4.674749244653535,833.1975724883256,2.060636545165411,1.877249937046465,False
D4,293.66,290.5611278218217,1.7761165059753696,1.6180507944751636,False,585.2765868288,5.553893752860386,5.059624280847157,885.6176029818029,1.5268472730058122,1.3909653081978348,False
D#4 / Eb4,311.13,316.15645873161503,14.015202882640297,12.767918142021488,False,621.7650912096608,2.179870355126446,1.985872519116218,931.8544801544662,649.2516454566696,591.471413733959,False
E4,329.63,329.4460754361645,3.809708145703769,3.4706626908403777,False,658.1844497038695,3.7783867277308953,3.4421287263934532,989.8478049392396,1.9759392217808074,1.8000902625930604,False
F4,349.23,350.9001648091811,2.2503985242335505,2.0501240249564616,False,695.9836342432396,1.6902409331227544,1.5398177290131219,1044.167238592032,1.6005596189317897,1.4581176146410755,False
F#4 / Gb4,369.99,372.24758327561796,4.0559912687342035,3.695027816407622,False,739.0859351494172,1.1252524868027234,1.0251105004265688,1105.3514963015577,1.1730808891099842,1.068682408064037,False
G4,392.0,396.6420583784405,13.495244335043084,12.294233370665903,False,778.998753553027,1.9813638061558803,1.8050320854004354,1179.5785486658954,1.097354205211261,0.9996950299089026,False
G#4 / Ab4,415.3,420.2098240529484,16.60525131186547,15.127464886020418,False,833.1975724883256,2.060636545165411,1.877249937046465,1247.5275648269014,2.0637612823243687,1.8800965878295457,False
A4 (Concert Pitch),440.0,437.14855377649627,5.089082741160447,4.636179183506049,False,883.9455506001037,1.4728256932450998,1.3417513857121461,1320.063423288732,2.426153627535479,2.210237780768094,False
A#4 / Bb4,466.16,465.92623652617095,212.9205345670344,193.97164485393515,True,931.8544801544662,649.2516454566696,591.471413733959,1397.787616912084,416.8255318068417,379.7300912572825,True
B4,493.88,497.2340867162638,5.76470355277511,5.251673036144238,False,989.8478049392396,1.9759392217808074,1.8000902625930604,1478.684746559179,1.1142234042263295,1.015062952439132,False
