note,target_frequency_hz,fundamental_frequency_hz,fundamental_magnitude,fundamental_peak_to_median,candidate_valid,second_harmonic_frequency_hz,second_harmonic_magnitude,second_harmonic_peak_to_median,third_harmonic_frequency_hz,third_harmonic_magnitude,third_harmonic_peak_to_median,selected
C4,261.63,264.64341691917366,2.4386000840345554,0.33564561330660875,False,525.6167062010443,2.4828899856116315,0.34174161538396963,787.2260122143006,18.79875596418339,2.587435314346603,False
C#4 / Db4,277.18,271.0093045068596,3.6071195083247063,0.49647904450114133,False,557.5182603088522,5.11816965277598,0.704457940176518,829.0214715691266,2.252760366822701,0.31006688628667817,False
D4,293.66,287.0625454097458,4.610363510008193,0.6345641903378126,False,585.9154887493471,17.70891393937438,2.4374309338746993,874.8073495580436,18.302894315832397,2.5191855885446435,False
D#4 / Eb4,311.13,313.2022745846902,8.538898570001027,1.175282436121784,False,616.8776854280683,5.50279636845722,0.7573974404759476,931.4449178885415,649.6391730247728,89.41545605835722,False
E4,329.63,330.10047729148835,123.35493088483211,16.978405644411154,False,662.0830901684816,22.23376221321927,3.06022492290849,991.407120639368,13.759416924901073,1.8938275130619209,False
F4,349.23,344.71036854444077,235.22536416814341,32.376100590820826,False,700.4190189727173,10.27268434623673,1.4139183625358096,1051.2334124020886,15.174120970215577,2.0885454621203525,False
F#4 / Gb4,369.99,372.52610587353007,14.627893162254152,2.013363406313559,False,739.01588399283,10.384023449486149,1.4292429259358614,1115.333010719289,16.748106111307322,2.3051866455091337,False
G4,392.0,393.41972391341693,7.787154762263046,1.0718134364077312,False,787.2260122143006,18.79875596418339,2.587435314346603,1173.794060541561,20.455471005916028,2.815463329229898,False
G#4 / Ab4,415.3,423.0573488935234,7.362631510794058,1.0133826309488543,False,829.0214715691266,2.252760366822701,0.31006688628667817,1242.252461875951,16.04651369239166,2.208620415039473,False
A4 (Concert Pitch),440.0,438.0353363559233,5.105923691726947,0.7027724226807458,False,874.8073495580436,18.302894315832397,2.5191855885446435,1322.0783547149447,7.050871712384874,0.9704724344691298,False
A#4 / Bb4,466.16,465.73237744876116,218.7859050605026,30.113395700938266,True,931.4449178885415,649.6391730247728,89.41545605835722,1397.249576706334,393.8943780437281,54.21508879708499,True
B4,493.88,499.976866874164,2.9276608071791523,0.40295926897271583,False,980.893045059682,26.34132300639281,3.6255840281775837,1474.2907612956117,10.553863236170796,1.4526194441845273,False
