note,target_frequency_hz,fundamental_frequency_hz,fundamental_magnitude,fundamental_peak_to_median,candidate_valid,second_harmonic_frequency_hz,second_harmonic_magnitude,second_harmonic_peak_to_median,third_harmonic_frequency_hz,third_harmonic_magnitude,third_harmonic_peak_to_median,selected
C4,261.63,249.51338111917116,2.372942959995342,0.6962263619305883,False,526.4940568203423,3.6891646729470304,1.0824085290334167,,0.0,0.0,False
C#4 / Db4,277.18,287.339208992557,5.750482624785436,1.6872034704143428,False,543.7388301590778,3.3853463370885475,0.9932676022481506,,0.0,0.0,False
D4,293.66,287.3767359392387,5.756801830927367,1.6890575385384645,False,574.6201963327404,1.5244323781307063,0.4472716059880428,872.2730231960554,4.229317471775662,1.24089047501994,False
D#4 / Eb4,311.13,317.83672288200717,4.290397556304179,1.2588114978825318,False,605.6807474858615,4.101285474877454,1.2033256228874123,931.7935187168796,623.3306718004053,182.8865055855357,False
E4,329.63,319.65923103525176,4.3426070642984245,1.2741298752821684,False,,0.0,0.0,,0.0,0.0,False
F4,349.23,,0.0,0.0,False,685.9573033409188,3.654231997221099,1.0721592098786006,,0.0,0.0,False
F#4 / Gb4,369.99,371.3169585812762,6.921232036682356,2.030703764150425,False,,0.0,0.0,,0.0,0.0,False
G4,392.0,386.81802126891955,2.6362040298071343,0.7734677031524517,False,,0.0,0.0,1174.8210146201618,3.181179851851376,0.9333647341045732,False
G#4 / Ab4,415.3,413.2592489120184,9.752952437893825,2.8615363741951088,False,,0.0,0.0,1238.8555211792734,3.2837708755659856,0.9634651521979343,False
A4 (Concert Pitch),440.0,,0.0,0.0,False,,0.0,0.0,1304.5431484310864,2.8787561999268694,0.8446330104639953,False
A#4 / Bb4,466.16,465.9154366940144,230.2212263033469,67.54738294623505,True,931.7935187168796,623.3306718004053,182.8865055855357,1397.6635933885852,436.1905264344267,127.9792007004775,True
B4,493.88,504.7562110830845,4.325819333374383,1.2692043203812036,False,,0.0,0.0,,0.0,0.0,False
