detection_audio_time_s
6.438605533382846247e-02
6.438005772895849521e-02
6.437975516665271625e-02
6.442753429074704608e-02
6.439507641590655473e-02
6.438924833316074514e-02
6.439695831233013812e-02
3.852146956154974822e-01
6.441327308373730187e-02
6.440034872858328707e-02
7.841042811310762473e-02
6.440548799982934169e-02
6.437615445838067163e-02
6.439344343804502546e-02
1.290636528991162824e-01
6.440451379157213774e-02
6.440711239554124112e-02
6.452112159939134284e-02
8.841383786746882800e-02
6.434242148273915107e-02
7.840573606235556881e-02
6.439124610421761985e-02
6.440405458348928691e-02
6.441110150010596891e-02
6.440510174938632315e-02
6.440168343708743692e-02
6.439036202164667710e-02
6.440487000011975438e-02
6.441180747965215281e-02
6.439704200046737770e-02
