note,target_frequency_hz,fundamental_frequency_hz,fundamental_magnitude,fundamental_peak_to_median,candidate_valid,second_harmonic_frequency_hz,second_harmonic_magnitude,second_harmonic_peak_to_median,third_harmonic_frequency_hz,third_harmonic_magnitude,third_harmonic_peak_to_median,selected
C4,261.63,257.4351161305873,26.423144502326625,3.2266810301157265,False,542.2399359251899,21.353664898207523,2.60761793299913,,0.0,0.0,False
C#4 / Db4,277.18,294.9049689571737,216.22353639022478,26.4042904913699,False,550.744088137592,31.283886927226266,3.8202540385561625,,0.0,0.0,False
D4,293.66,293.6781310983117,373.51040796348866,45.611488360912304,True,586.6705655147454,569.4604073233676,69.54006149989041,881.1205288061946,401.07644286343566,48.977734262467855,True
D#4 / Eb4,311.13,325.9475972684552,157.1568612094514,19.191321561762486,False,605.3312520699882,92.39368835486982,11.282720778779078,935.1449554060321,3.026082269097735,0.3695321823792566,False
E4,329.63,334.36043220554654,13.542210642946932,1.6537166567582666,False,,0.0,0.0,977.8427918053656,5.14946412271703,0.628830463329961,False
F4,349.23,,0.0,0.0,False,700.8105053005423,3.939572873639542,0.4810837353976514,,0.0,0.0,False
F#4 / Gb4,369.99,378.16043169875695,4.684889723895873,0.5720986311431577,False,,0.0,0.0,,0.0,0.0,False
G4,392.0,378.87790978156033,5.582326019053844,0.6816897007854777,False,,0.0,0.0,1174.242618413363,691.4591760851282,84.43802766839039,False
G#4 / Ab4,415.3,419.1954023046611,39.8949803007921,4.871803812830513,False,,0.0,0.0,1257.2264466068987,3.73789448473057,0.45645563590632926,False
A4 (Concert Pitch),440.0,,0.0,0.0,False,881.1205288061946,401.07644286343566,48.977734262467855,1319.9841176027014,5.128472213342022,0.6262670214292332,False
A#4 / Bb4,466.16,454.1533980917927,6.546601952188496,0.7994429402217892,False,935.1449554060321,3.026082269097735,0.3695321823792566,1381.3969598520243,7.155304410153404,0.8737750725661149,False
B4,493.88,495.4016590265912,26.406431306908775,3.224640086404328,False,,0.0,0.0,,0.0,0.0,False
