actual_note,total_trials,true_positive_count,false_positive_count,false_positive_rate,no_detection_count,no_detection_rate,correct_detection_rate,true_positive_mean_detection_time_s,true_positive_median_detection_time_s,true_positive_std_detection_time_s,true_positive_variance_detection_time_s2,true_positive_sem_detection_time_s,true_positive_q1_detection_time_s,true_positive_q3_detection_time_s,true_positive_iqr_detection_time_s,true_positive_min_detection_time_s,true_positive_max_detection_time_s,true_positive_95pct_ci_mean_low_s,true_positive_95pct_ci_mean_high_s
C#4 / Db4,30,30,0,0.0,0,0.0,1.0,0.06490590096842118,0.06439766429187632,0.002737384489091108,7.4932738411165875e-06,0.000499775744413318,0.06439350298349988,0.06440455188009159,1.1048896591703272e-05,0.06437973156230631,0.07939691279219308,0.06392634050937107,0.06588546142747129
