note,target_frequency_hz,fundamental_frequency_hz,fundamental_magnitude,fundamental_peak_to_median,candidate_valid,second_harmonic_frequency_hz,second_harmonic_magnitude,second_harmonic_peak_to_median,third_harmonic_frequency_hz,third_harmonic_magnitude,third_harmonic_peak_to_median,selected
C4,261.63,261.53472216291334,0.999836975245776,2.041247952229866,False,522.8677224393896,2.862815535850626,5.844669175922862,788.5431911852862,1.0364121105039046,2.1159190454146652,False
C#4 / Db4,277.18,276.9636167586231,334.6255817704407,683.1651563843536,True,553.9752440244175,576.1555283096444,1176.2680531382425,830.9279631597003,390.41718657911565,797.0682244713595,True
D4,293.66,296.168172530909,2.1399470510252168,4.368874770521264,False,586.9123607209235,0.7513488016616223,1.5339392728751051,884.1102651701153,0.5102975629723552,1.04181369686709,False
D#4 / Eb4,311.13,310.9748183869958,4.8719427065473,9.94646459306659,False,627.3322985494125,2.827136858002111,5.771828272956008,932.6631204159571,1.8732832817671097,3.8244591443656053,False
E4,329.63,327.0205412287143,4.57489386539706,9.340015388123822,False,654.6598461235549,1.3388577471329937,2.7333862442829884,990.8798257608469,0.4197516023130956,0.8569568038391379,False
F4,349.23,352.1446217392067,1.9226173655709775,3.925178661679943,False,693.6946844810153,0.7072516727378833,1.443911421992043,1048.7012421078073,0.8602470395954226,1.7562638224639704,False
F#4 / Gb4,369.99,366.44895181263263,2.00207926599044,4.087406550353144,False,739.5271565021716,0.7966918339292048,1.6265107360792377,1107.909257295976,142.61226707347774,291.15446351145033,False
G4,392.0,391.9214070912153,2.9045716339817544,5.929917623333324,False,788.5431911852862,1.0364121105039046,2.1159190454146652,1171.9823491783013,0.826602877987676,1.6875765487517516,False
G#4 / Ab4,415.3,412.42440701500584,4.487593012672678,9.161783645086153,False,830.9279631597003,390.41718657911565,797.0682244713595,1248.7483847417839,0.731833593927546,1.494097399839022,False
A4 (Concert Pitch),440.0,436.4993691888517,6.771845160672662,13.825268928109884,False,884.1102651701153,0.5102975629723552,1.04181369686709,1320.9102769288183,1.3598792005062466,2.7763032394666283,False
A#4 / Bb4,466.16,467.4361889390475,4.409948201726266,9.003265491357462,False,932.6631204159571,1.8732832817671097,3.8244591443656053,1393.6901867854083,1.7597542075716301,3.5926803684675552,False
B4,493.88,496.75278644173284,4.627000559039945,9.446395412397141,False,990.8798257608469,0.4197516023130956,0.8569568038391379,1480.1006677326425,2.1812440929076873,4.453186017517328,False
