note,target_frequency_hz,fundamental_frequency_hz,fundamental_magnitude,fundamental_peak_to_median,candidate_valid,second_harmonic_frequency_hz,second_harmonic_magnitude,second_harmonic_peak_to_median,third_harmonic_frequency_hz,third_harmonic_magnitude,third_harmonic_peak_to_median,selected
C4,261.63,279.462696867059,234.80905520519312,25.59968654966612,False,517.5645592611249,67.50910606238618,7.3600737115313315,,0.0,0.0,False
C#4 / Db4,277.18,277.4434102737849,366.1862090113207,39.9228733376932,True,554.667917199975,579.2859928554732,63.15574084974328,,0.0,0.0,True
D4,293.66,310.51410763006555,142.43155981613617,15.528375951629254,False,599.9570524277456,23.594548652380464,2.572358418008866,892.2801739920668,15.524044013334542,1.6924843906777742,False
D#4 / Eb4,311.13,318.13511965228196,11.78654391062146,1.2850093423872013,False,618.9053559085593,7.777334651960843,0.8479116323178789,934.09430239702,36.72434163477111,4.003813369852532,False
E4,329.63,321.58118960929033,12.991103151266792,1.4163345119556294,False,,0.0,0.0,998.2536162983799,12.400593809216263,1.3519551631782456,False
F4,349.23,,0.0,0.0,False,683.1310367861443,4.956477622694772,0.5403721480014466,,0.0,0.0,False
F#4 / Gb4,369.99,388.14263453758196,10.182074199039834,1.1100845650653497,False,,0.0,0.0,,0.0,0.0,False
G4,392.0,384.0598332714506,13.309564237039723,1.4510542290761175,False,,0.0,0.0,1181.6772324562382,10.317867832367634,1.1248892515609115,False
G#4 / Ab4,415.3,403.66833991908527,6.485273116063597,0.7070466631498664,False,,0.0,0.0,1253.091565134047,5.273790209565479,0.5749666518422599,False
A4 (Concert Pitch),440.0,,0.0,0.0,False,892.2801739920668,15.524044013334542,1.6924843906777742,1317.695084019019,0.5633276962677203,0.061415912757695985,False
A#4 / Bb4,466.16,450.2454560635951,23.37686767793852,2.5486260934242373,False,934.09430239702,36.72434163477111,4.003813369852532,1412.8391897167983,3.5556427607419576,0.38764833868115023,False
B4,493.88,499.9730890634144,18.87568690700734,2.0578919659071895,False,,0.0,0.0,,0.0,0.0,False
