detection_audio_time_s
8.139237356216472152e-02
8.165885804966334371e-02
6.627465825008888034e-02
6.641948673754086152e-02
6.627505795760953167e-02
6.664045033751123115e-02
6.627195304172346646e-02
6.650201494985959194e-02
6.626360995913273266e-02
6.627796191748833166e-02
6.625812004179655601e-02
8.196613506382466330e-02
7.276285735050623538e-02
6.626315945827325471e-02
6.625339420847012328e-02
1.032536619331707040e-01
1.334300082954675004e-01
6.627162179177199797e-02
6.626697325070078637e-02
6.628449858251163340e-02
6.628034249966731351e-02
6.627922508349001762e-02
6.626920145800492545e-02
6.625251970823835268e-02
6.626678995892386348e-02
6.626815691609712344e-02
6.628221074975347571e-02
6.627893358384123745e-02
6.627871495846193728e-02
6.628142458352764832e-02
