note,target_frequency_hz,fundamental_frequency_hz,fundamental_magnitude,fundamental_peak_to_median,candidate_valid,second_harmonic_frequency_hz,second_harmonic_magnitude,second_harmonic_peak_to_median,third_harmonic_frequency_hz,third_harmonic_magnitude,third_harmonic_peak_to_median,selected
C4,261.63,,0.0,0.0,False,,0.0,0.0,791.0511528809956,11.617581123364497,1.9087601100349878,False
C#4 / Db4,277.18,,0.0,0.0,False,555.6313529691993,4.282829244751696,0.7036657229819135,833.1196929198949,2.1279128137911933,0.3496145241825229,False
D4,293.66,,0.0,0.0,False,603.7506222578594,4.432421507332916,0.7282436226800411,,0.0,0.0,False
D#4 / Eb4,311.13,,0.0,0.0,False,609.0262741304592,13.20262531826251,2.1691817158526767,944.1555865407706,12.88160390378549,2.1164381314598444,False
E4,329.63,330.04054387848953,471.21908438053634,77.42095207270617,True,659.5456186925926,733.5079461279688,120.51482086464551,,0.0,0.0,True
F4,349.23,362.25037335471563,177.50438113613077,29.16384043040551,False,703.1854468264435,22.225071715152865,3.6515630820286455,,0.0,0.0,False
F#4 / Gb4,369.99,,0.0,0.0,False,743.2414178923664,7.667061667416828,1.2596926431192716,,0.0,0.0,False
G4,392.0,389.98925506500836,6.086454270647738,1.0,False,791.0511528809956,11.617581123364497,1.9087601100349878,1176.8920210660765,21.98804239842918,3.6126193380713842,False
G#4 / Ab4,415.3,,0.0,0.0,False,833.1196929198949,2.1279128137911933,0.3496145241825229,,0.0,0.0,False
A4 (Concert Pitch),440.0,422.6254355805016,2.7149502223047035,0.4460643424855258,False,881.9967114931275,1.4302391726525312,0.23498725350651833,,0.0,0.0,False
A#4 / Bb4,466.16,474.5296283879359,3.2646086274054325,0.5363728177749052,False,944.1555865407706,12.88160390378549,2.1164381314598444,,0.0,0.0,False
B4,493.88,493.13313986738234,0.1221503780758072,0.02006921807740907,False,,0.0,0.0,1494.2827900882019,1.9292213814589338,0.3169696666847085,False
