trial,raw_file,detected,detected_note,actual_note,matches_actual_note,is_false_positive,detection_audio_time_s,samples_to_detection,progressive_fft_checks,analysis_wall_time_s,sample_rate_hz,recording_wall_time_s,effective_received_rate_hz,adc_min,adc_max,adc_mean,adc_std,fundamental_frequency_hz,fundamental_magnitude,fundamental_peak_to_median,second_harmonic_frequency_hz,second_harmonic_magnitude,second_harmonic_peak_to_median,third_harmonic_frequency_hz,third_harmonic_magnitude,third_harmonic_peak_to_median,median_spectral_magnitude
21,trial_021_raw.npy,True,E4,E4,True,False,0.06628034249966731,530,16,0.008005899988347664,7996.337677383914,3.001373999984935,7996.337677383914,0,3089,1510.7547083333334,912.3934170793934,330.0450646481359,485.49309139146146,35.48790621727819,659.5433175074538,703.3832707688395,51.41494284976343,,0.0,0.0,13.6805222719814
22,trial_022_raw.npy,True,E4,E4,True,False,0.06627922508349002,530,16,0.008880500012310222,7996.472489416923,3.001323400007095,7996.472489416923,0,3095,1510.8089583333333,909.6069148679356,330.0544863505129,482.55267298822696,63.70481749350915,659.6079644012041,692.4659192148864,91.41678716830079,,0.0,0.0,7.5748223128869965
23,trial_023_raw.npy,True,E4,E4,True,False,0.06626920145800493,530,16,0.008373400021810085,7997.682005205137,3.0008694999851286,7997.682005205137,0,3094,1511.585125,906.5822332951782,330.12461653544324,480.62435519897895,97.1532959217746,659.7206471372947,711.1941715283652,143.7606252303449,,0.0,0.0,4.9470720539009365
24,trial_024_raw.npy,True,E4,E4,True,False,0.06625251970823835,530,16,0.00921560000278987,7999.6957449166375,3.000114099995699,7999.6957449166375,0,3092,1510.2137083333334,906.7676582803167,330.04054387848953,471.21908438053634,77.42095207270617,659.5456186925926,733.5079461279688,120.51482086464551,,0.0,0.0,6.086454270647738
25,trial_025_raw.npy,True,E4,E4,True,False,0.06626678995892386,530,16,0.007994000014150515,7997.973046959508,3.000760300026741,7997.973046959508,0,3088,1512.081625,915.3067219401523,329.9138839424264,472.7770056690507,93.68151815881912,659.8319590706748,696.8465126035189,138.08124854125037,,0.0,0.0,5.046641162107852
26,trial_026_raw.npy,True,E4,E4,True,False,0.06626815691609712,530,16,0.012223500001709908,7997.808067471065,3.000822199974209,7997.808067471065,0,3088,1512.63525,914.5838636738521,329.9945276157326,477.48435424576496,52.36584255350429,659.9208237695974,666.390173846544,73.0831965750425,,0.0,0.0,9.118240650055425
27,trial_027_raw.npy,True,E4,E4,True,False,0.06628221074975348,530,16,0.00847169998451136,7996.112290234242,3.001458599988837,7996.112290234242,0,3087,1512.9699166666667,906.4713819403904,329.45566328493004,482.55083689980825,93.8553518433222,659.6432638436229,683.7936186087592,132.99674512028406,,0.0,0.0,5.14143122818778
28,trial_028_raw.npy,True,E4,E4,True,False,0.06627893358384124,530,16,0.009781200002180412,7996.507658493976,3.001310200022999,7996.507658493976,0,3097,1505.5024166666667,885.1573758245811,329.8561434369033,479.0547985723928,52.122761039887415,659.7992754365437,704.697376105565,76.67342660932646,,0.0,0.0,9.190894515464977
29,trial_029_raw.npy,True,E4,E4,True,False,0.06627871495846194,530,16,0.016202400001930073,7996.534035582322,3.0013003000058234,7996.534035582322,0,3088,1504.03625,885.4606069477097,329.771526738531,481.291630742923,53.762548469944996,660.0309645889506,717.8208663259347,80.18398129843948,,0.0,0.0,8.952172924093816
30,trial_030_raw.npy,True,E4,E4,True,False,0.06628142458352765,530,16,0.01488259999314323,7996.207132393415,3.001423000008799,7996.207132393415,0,3087,1508.3117916666667,899.0465178571183,329.96241740034225,486.99545341215446,61.15156664968169,659.8813290097318,703.5997347485169,88.35036502436974,,0.0,0.0,7.963744513726033
