note,target_frequency_hz,fundamental_frequency_hz,fundamental_magnitude,fundamental_peak_to_median,candidate_valid,second_harmonic_frequency_hz,second_harmonic_magnitude,second_harmonic_peak_to_median,third_harmonic_frequency_hz,third_harmonic_magnitude,third_harmonic_peak_to_median,selected
C4,261.63,260.2263294295433,6.044157383104054,8.563279559362394,False,524.6277387336661,1.5880325091226177,2.2499027512067973,782.1573268278026,1.3838662223646447,1.96064274699301,False
C#4 / Db4,277.18,280.8618521021055,3.938103905822213,5.579451781590381,False,556.9204464573189,1.5658840999867099,2.2185231879022242,828.5238744707834,0.9825041077466877,1.3919983894489458,False
D4,293.66,292.28633850806534,12.987127510276157,18.399984728138612,False,586.52351314452,10.366468795748332,14.687071284667695,878.0089221159916,23.58631729799517,33.41677193303498,False
D#4 / Eb4,311.13,309.1391688839586,2.73636328629078,3.8768420991131793,False,623.5410264716163,1.3498163158561314,1.9124013048992556,935.4786070244556,1.4565036142617807,2.0635544109111157,False
E4,329.63,332.78112380991746,1.4886260812492516,2.1090650830387223,False,658.4197061542983,2.068934410223405,2.9312379909652275,990.4610688257425,1.2458705188146766,1.7651323205450478,False
F4,349.23,349.1267443646252,309.2260823991848,438.10728655625144,True,698.2081345591131,543.6381352899856,770.2190787804767,1047.3394110334043,473.2265559390742,670.4609156519667,True
F#4 / Gb4,369.99,368.6116527706854,2.1911391450070012,3.1043759887207134,False,737.4784061385278,1.1410320745243065,1.6165986457706787,1107.0424525215735,1.0280039438682218,1.4564619353028385,False
G4,392.0,392.8986366800406,4.624607096190401,6.55208011750209,False,782.1573268278026,1.3838662223646447,1.96064274699301,1173.0559255980693,24.00514720766173,34.010164423826694,False
G#4 / Ab4,415.3,419.2500129692019,2.8669168658941167,4.061808626084173,False,828.5238744707834,0.9825041077466877,1.3919983894489458,1248.3798140898236,0.9271963625498685,1.3136391320870677,False
A4 (Concert Pitch),440.0,436.5135409844288,2.4596700025054066,3.4848268369236783,False,878.0089221159916,23.58631729799517,33.41677193303498,1321.7199959323596,0.8259529745129628,1.1701988838697417,False
A#4 / Bb4,466.16,470.3958084380848,2.0149202935401584,2.8547115287980365,False,935.4786070244556,1.4565036142617807,2.0635544109111157,1396.4603169720178,507.19055432613266,718.5806442935708,False
B4,493.88,498.3087383919033,3.0401337193574642,4.307219896271513,False,990.4610688257425,1.2458705188146766,1.7651323205450478,1476.882213778958,1.4445982210519792,2.046687012553049,False
