detection_audio_time_s
6.551277686737012884e-02
7.714370795445817108e-02
9.165023047095262332e-02
6.541468262527390387e-02
6.576665447424359656e-02
7.728675040105008331e-02
6.552399701638690621e-02
6.539865267498437551e-02
6.540038075462507872e-02
7.154539058352626935e-02
9.441905739621385407e-02
6.539806865767604227e-02
6.539774832154217343e-02
6.539379095518477181e-02
6.539230694153229384e-02
6.539882700837673646e-02
6.550901280000107074e-02
6.875256666620165047e-02
6.541006279227926101e-02
6.550729233294259879e-02
6.551092103261423050e-02
6.550218551678699264e-02
6.540910613843881061e-02
6.550280776644164249e-02
6.539360136750960173e-02
6.542516877520877794e-02
8.592853733860829346e-02
6.551562175076106054e-02
6.541375429954739140e-02
6.540376935922539992e-02
