detection_audio_time_s
6.564190718763711352e-02
6.564631937435479181e-02
6.565010593767510449e-02
6.564705656237493359e-02
6.577612028321407067e-02
6.563750593722943172e-02
6.563035718754690884e-02
1.659262664342750215e-01
6.564063624937262198e-02
6.555484096740837874e-02
6.825873145027434863e-02
7.050554834984358588e-02
1.136439072006687617e-01
1.477660259487602323e-01
6.564414062431751795e-02
6.564127281289984517e-02
6.564194218663033098e-02
6.565014968800823858e-02
6.554577576700830466e-02
6.576597944214881974e-02
6.564715937565779313e-02
6.564073906265548153e-02
6.563704656255141268e-02
6.564038906253699679e-02
6.565681937536282931e-02
6.564704562479163619e-02
6.563444562561926432e-02
6.565604718834947007e-02
6.564701937459176129e-02
6.562653125020005696e-02
