detection_audio_time_s
1.985909990163248207e-01
1.261469247297063723e-01
1.185190745480940722e-01
6.448544235053123297e-02
1.109061706590437069e-01
6.502133300101074764e-02
7.638257385404480238e-02
6.438273572936546729e-02
6.439349708303779285e-02
6.488502318703831540e-02
6.439470947935962974e-02
6.438766470859264013e-02
6.439237910410156029e-02
1.185160725505265966e-01
2.945074098779877914e-01
1.100627586664631868e-01
2.716871477989043493e-01
6.451121440029237986e-02
6.815303570767962393e-02
1.945018996160360891e-01
6.438323356274243403e-02
6.489908808714243971e-02
6.487850325024191456e-02
6.441356920724501667e-02
1.001322390362838627e-01
6.438695014564775609e-02
6.439160660446456574e-02
6.438434724997932346e-02
6.439590685473377263e-02
6.440473052114005503e-02
