trial,raw_file,detected,detected_note,actual_note,matches_actual_note,is_false_positive,detection_audio_time_s,samples_to_detection,progressive_fft_checks,analysis_wall_time_s,sample_rate_hz,recording_wall_time_s,effective_received_rate_hz,adc_min,adc_max,adc_mean,adc_std,fundamental_frequency_hz,fundamental_magnitude,fundamental_peak_to_median,second_harmonic_frequency_hz,second_harmonic_magnitude,second_harmonic_peak_to_median,third_harmonic_frequency_hz,third_harmonic_magnitude,third_harmonic_peak_to_median,median_spectral_magnitude
11,trial_011_raw.npy,True,C4,C4,True,False,0.06439470947935963,515,1,0.0010143000108655542,7997.5514163173975,3.000918500008993,7997.5514163173975,333,2513,1424.9075833333334,486.2412173817519,261.790543203144,177.27874651829822,47.71184497359102,523.6721504088231,462.87018231551167,124.5743825205579,,0.0,0.0,3.715612896890149
12,trial_012_raw.npy,True,C4,C4,True,False,0.06438766470859264,515,1,0.0010922999936155975,7998.4264428722545,3.000590200012084,7998.4264428722545,347,2487,1425.9484166666666,502.28095766132486,262.15586742502086,157.04734739228286,55.64720347016313,523.8041726395907,446.51132073138865,158.21411013333557,,0.0,0.0,2.8221965812978973
13,trial_013_raw.npy,True,C4,C4,True,False,0.06439237910410156,515,1,0.0009935999987646937,7997.840849573398,3.000809899996966,7997.840849573398,317,2461,1425.1031666666668,505.0493724803867,262.1527113757645,144.45496185650092,39.06941859160416,525.6539982429573,442.5252993276386,119.68578949874524,,0.0,0.0,3.6973921564203573
14,trial_014_raw.npy,True,C4,C4,True,False,0.1185160725505266,948,434,0.3690580999827944,7998.915080449043,3.0004069000133313,7998.915080449043,286,2559,1425.0316666666668,483.0563307106796,260.9035509505688,158.80312557137012,30.010465294299507,523.0899535860372,400.0740040054673,75.60560895233475,784.5581181236129,332.2486322211774,62.788033991629064,5.291591583604497
15,trial_015_raw.npy,True,C4,C4,True,False,0.2945074098779878,2355,1841,1.6694137000013143,7996.403217751495,3.001349400030449,7996.403217751495,327,2467,1425.5338333333334,493.22606913068626,261.42683564638287,147.44037425759703,30.228943654210603,522.7769004067436,335.5328011959858,68.7925691491541,784.3161326154516,304.314557161423,62.39205270543265,4.877457047264699
16,trial_016_raw.npy,True,C4,C4,True,False,0.11006275866646319,880,366,0.23804470000322908,7995.438335929531,3.001711599994451,7995.438335929531,411,2476,1425.6515416666666,520.8801698005282,261.6311803958106,139.91269447317532,30.244897196363524,522.9797892389812,394.82627451364766,85.3495111937677,783.6431019486574,359.46931182459514,77.70640414238376,4.62599338872931
17,trial_017_raw.npy,True,C4,C4,True,False,0.27168714779890435,2173,1659,1.2846876999828964,7998.170018731977,3.0006863999878988,7998.170018731977,336,2619,1425.2168333333334,493.26153046739023,261.45600982408445,146.32304357100347,30.067056144533534,522.866345882593,415.5324159292698,85.38529663344765,784.2773179968998,354.66778140282,72.8785831393748,4.866557033971759
18,trial_018_raw.npy,True,C4,C4,True,False,0.06451121440029238,516,2,0.0019891999836545438,7998.609308425318,3.000521600013599,7998.609308425318,262,2523,1425.5134583333333,492.3267524082327,262.8564418872282,145.30420111886642,30.247374321840034,523.7004041392731,404.617242834265,84.22749725637348,,0.0,0.0,4.803861636808254
19,trial_019_raw.npy,True,C4,C4,True,False,0.06815303570767962,545,31,0.020274699985748157,7996.709087730164,3.0012345999712124,7996.709087730164,208,2622,1425.6534166666668,485.3058396034826,262.6768108133086,149.5563048464131,32.58385245590385,523.6988955376997,418.24290124693687,91.12263771797917,,0.0,0.0,4.589890193273174
20,trial_020_raw.npy,True,C4,C4,True,False,0.1945018996160361,1556,1042,0.7367203999892808,7999.921867455697,3.000029299990274,7999.921867455697,314,2605,1426.0150416666668,501.7871731760854,261.7183091731375,127.73080573020412,30.067880774147387,523.3111136015584,418.90269969924,98.6098565535533,784.8810840111329,336.80643256489054,79.28436370876446,4.24808142248682
21,trial_021_raw.npy,True,C4,C4,True,False,0.06438323356274243,515,1,0.0010890999983530492,7998.976930820424,3.000383700011298,7998.976930820424,400,2444,1425.5550416666667,527.8079227053637,262.18271772671596,167.7231710922723,67.11672115366504,523.8335893889079,457.88560833039173,183.22918947007153,,0.0,0.0,2.498977426329675
22,trial_022_raw.npy,True,C4,C4,True,False,0.06489908808714244,519,5,0.004522900009760633,7997.030702544221,3.0011138999834657,7997.030702544221,368,2429,1426.2045,502.26798331174183,260.603025369212,159.94468883055907,31.894719286159056,523.3276154352236,433.8805431014257,86.52052298283144,784.7899921562934,361.06546653721927,72.00040078436415,5.014770231885008
23,trial_023_raw.npy,True,C4,C4,True,False,0.06487850325024191,519,5,0.004326899972511455,7999.568023296912,3.000162000011187,7999.568023296912,0,2785,1425.9100416666668,471.53943482219984,261.5728497628999,157.8227026731581,30.1741925212318,523.1346269925507,410.9934563424225,78.57802120095056,785.001985131857,399.7425640723676,76.42695811786972,5.230386946133109
24,trial_024_raw.npy,True,C4,C4,True,False,0.06441356920724502,515,1,0.0007106000266503543,7995.209803434935,3.0017973999492824,7995.209803434935,241,2512,1426.296375,484.5420953473662,261.37477025946947,160.44723449208254,33.42979124777948,523.5830490597295,356.5046806803292,74.2791054749391,,0.0,0.0,4.799528459596349
25,trial_025_raw.npy,True,C4,C4,True,False,0.10013223903628386,801,287,0.1969066999736242,7999.421641912452,3.0002168999635614,7999.421641912452,93,2639,1426.0744583333333,484.4554753814923,259.1654735131796,88.36336240937803,30.086992801619736,522.372043237976,359.51428466619745,122.41163531915771,785.0086044077447,284.13008495985434,96.74393988433688,2.936929024180209
26,trial_026_raw.npy,True,C4,C4,True,False,0.06438695014564776,515,1,0.0010289000056218356,7998.515208983096,3.000556899991352,7998.515208983096,405,2450,1425.2492916666667,516.0169049610586,261.87585687298787,161.1313914798144,39.90472585450189,523.7763488139857,423.66383175344873,104.92175922596121,,0.0,0.0,4.037902479704323
27,trial_027_raw.npy,True,C4,C4,True,False,0.06439160660446457,515,1,0.0008865999989211559,7997.936798866775,3.0007739000138827,7997.936798866775,349,2447,1426.3791666666666,498.1922735887553,261.9130494774463,154.76334236587454,32.79720185304604,522.6957866537568,401.32988240347186,85.04919163433782,,0.0,0.0,4.718797141881812
28,trial_028_raw.npy,True,C4,C4,True,False,0.06438434724997932,515,1,0.001221099984832108,7998.838568642402,3.0004355999990366,7998.838568642402,413,2512,1425.547,497.3737635338845,261.4025982099035,149.05814774537654,41.274949709929196,523.7609232241617,419.2024317376695,116.07925866493952,,0.0,0.0,3.6113465623319407
29,trial_029_raw.npy,True,C4,C4,True,False,0.06439590685473377,515,1,0.0008868000004440546,7997.402710109395,3.000974300026428,7997.402710109395,281,2460,1425.6376666666667,496.27233028579934,262.2469856314738,176.91587167310942,59.794356209284565,523.8186272257062,464.89951426566006,157.1276047458748,,0.0,0.0,2.95873863168442
30,trial_030_raw.npy,True,C4,C4,True,False,0.06440473052114006,515,1,0.0010263000149279833,7996.307038827802,3.001385500014294,7996.307038827802,304,2558,1426.2875,497.0972337778357,262.2398641355534,159.92670153567983,74.68186680721817,523.6898373504789,411.3416393070055,192.08650728118062,,0.0,0.0,2.1414395270609727
