detection_audio_time_s
6.602975499990861030e-02
6.639310046252648589e-02
6.592477734525406530e-02
9.688550448020881445e-02
6.600947319914120259e-02
6.601513820001855826e-02
6.601574099948630259e-02
6.591217326308590474e-02
6.600950400065630497e-02
6.590919571214180761e-02
6.600021780037787500e-02
6.600932360056321890e-02
6.602648799936286506e-02
8.652345880072485895e-02
1.068921819376919408e-01
6.602328480058348992e-02
6.590889488324076784e-02
6.602274140028749350e-02
8.212639244530146876e-02
6.600250360113568693e-02
6.600656700006220234e-02
6.600598399946466799e-02
6.591185267153437666e-02
6.601015519921202279e-02
6.603124659974128619e-02
6.590994668774752263e-02
6.601420759933535054e-02
7.652317184981075049e-02
7.138035074641568833e-02
1.939526727883567059e-01
